="",代码,名称,连板数,涨停原因,开盘涨幅,当日涨幅,近10日最高涨幅,近10日涨幅,首次封板,最后封板,当日价格,攻击波,回头波,次日开盘涨幅,次日涨幅,涨停类型,涨停因子,开板数,封单量,当日换手,最新五星买卖点,最新红黄白买卖点,最新神秘C点买卖点,最新智能亮点,几天几板,所属题材,流通市值,总市值
="",="600936",广西广电,首板,消息称中国广电将在6月6日放号。广西地区广电网络运营商，广西文化产业龙头企业,0.00%,10.15%,20.81%,14.29%,11:02:28,11:02:28,3.58,10.15%,0.00%,1.96%,2.79%,换手板,放量,="0",5.55万手,2.85%,买入: 1天,卖出: 7天,买入: 1天,强势股, 1天1板,大数据 | 融资融券 | 数字乡村,59.82亿,59.82亿
="",="600114",东睦股份,首板,子公司富驰高科是国内最早成立的MIM 企业之一；参股浙江氢邦科技有限公司,1.43%,10.00%,18.40%,14.78%,11:20:43,13:04:59,7.70,10.00%,0.00%,0.00%,-1.17%,换手板,炸板涨停 | 放量,="3",3.27万手,3.57%,买入: 12天,---,---,量能巨变, 1天1板,小米概念 | 3D打印 | 苹果概念 | 特斯拉 | 燃料电池 | 消费电子 | 华为概念 | 标普道琼斯A股,47.46亿,47.46亿
="",="600476",湘邮科技,首板,国企改革三年行动打响收官战；国资重组转让将迎新规。中国邮政第一股，邮政集团旗下IT类上市公司；为邮政行业各个重要领域提供了包括软硬件产品研发、平台运营服务、系统工程等,-3.03%,9.99%,37.64%,21.37%,11:27:43,11:29:35,18.49,16.58%,0.00%,1.30%,-10.01%,换手板,炸板涨停,="1",3.26万手,13.09%,卖出: 0天,买入: 3天,买入: 1天,阶段新高 游资上榜 五星卖点, 1天1板,北斗导航 | 智能制造 | 国产软件 | 蚂蚁金服概念,29.78亿,29.78亿
="",="688056",莱伯泰科,首板,国内实验分析仪器和洁净环保型实验室的主要供应商之一，主导产品自动化样品前处理仪器在该领域的市场份额位居前列,0.36%,20.01%,25.90%,20.26%,13:00:30,14:04:09,37.06,19.59%,0.00%,1.97%,4.13%,换手板,炸板涨停 | 放量 | 小盘股,="1",4161手,7.77%,买入: 1天,---,---,量能巨变 CCI买入信号 强势股 估值合理, 1天1板,基金重仓 | 融资融券,9.40亿,24.83亿
="",="002918",蒙娜丽莎,首板,公司为高端瓷砖龙头之一，此前签约成为杭州2022年第19届亚运会官方建筑陶瓷独家供应商，拟通过体育文化进一步提升公司品牌知名度,0.30%,10.01%,13.46%,8.09%,13:16:36,13:16:36,14.62,10.59%,0.00%,2.60%,-2.26%,换手板,放量,="0",3.17万手,4.93%,买入: 1天,---,---,北向增仓 估值较高, 1天1板,深股通 | 基金重仓 | 杭州亚运会 | 数据中心,31.95亿,61.21亿
="",="600297",广汇汽车,首板,财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。1、中国最大的乘用车经销与服务集团、中国最具规模的豪华乘用车经销与服务集团、乘用车经销商中最大的融资租赁提供商及最大的二手车经销及交易代理服务实体集团；
2、此前与“极狐汽车”签订《战略合作框架协议》的公告，围绕ARCFOX极狐汽车销售及售后服务等，为ARCFOX极狐汽车用户提供销售及售后服务体验,3.56%,9.88%,36.36%,22.51%,13:17:19,13:38:22,2.78,8.17%,0.00%,-0.36%,1.80%,换手板,炸板涨停 | 反包涨停,="5",22.17万手,6.61%,卖出: 3天,---,买入: 1天,均线多头排列 BIAS金叉 估值合理, 1天1板,证金 | 充电桩 | 融资融券 | 恒大概念 | MSCI概念 | 汽车销售 | 低价股 | 大消费 | 回购概念 | 高商誉 | 标普道琼斯A股,225.49亿,225.49亿
="",="002296",辉煌科技,首板,国务院支持中国铁路集团发行3000亿元铁路建设债券。1、公司主营铁路信号通信领域产品的研产销，主要产品包括铁路信号微机监测系统、列车调度指挥系统、无线调车机车信号和监控系统等；
2、参股公司赛弗科技（持股33%）旗下速位隆通（北京）重点业务为彩票新彩种研发及运营,0.00%,10.08%,23.09%,23.09%,13:25:03,13:25:03,6.88,10.43%,0.00%,2.76%,10.03%,换手板,放量,="0",4.49万手,3.33%,买入: 13天,---,---,CCI买入信号 强势股 估值合理, 1天1板,北斗导航 | 壳资源 | 区块链 | 高铁 | 工业互联网 | 年报预增 | 专精特新,23.54亿,26.81亿
="",="688258",卓易信息,首板,龙头5个交易日翻倍；云从科技上市后连续大涨。公司是国内少数掌握X86、ARM、MIPS等多架构BIOS技术及BMC固件开发技术的厂商，一季度净利润同比增加87.40%,0.04%,20.00%,43.70%,43.70%,13:30:37,13:30:37,30.72,20.00%,0.00%,-5.01%,19.99%,换手板,放量 | 小盘股,="0",3352手,8.95%,买入: 1天,---,---,量能巨变 强势股 机构上榜 机构净买入 多家机构买入 估值较低, 1天1板,物联网 | 云计算 | 国产软件 | 融资融券 | 华为概念,13.35亿,26.71亿
="",="002341",新纶新材,首板,发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。国内动力软包锂离子电池用铝塑膜龙头，子公司拥有碳减排、碳捕捉等技术,-0.50%,10.05%,36.06%,25.45%,13:35:09,14:41:36,4.38,14.06%,0.00%,-0.46%,-5.48%,换手板,烂板 | 反包涨停 | 隔日反包 | 黄线涨停,="1",7.89万手,7.04%,买入: 9天,---,---,---, 4天3板,PM2.5 | 苹果概念 | 锂电池 | 无线充电 | 新材料概念 | OLED | 宁德时代概念 | 富士康概念 | 华为概念 | 标普道琼斯A股 | 无线耳机 | 口罩,41.90亿,50.47亿
="",="000029",深深房Ａ,首板,国企改革三年行动打响收官战；国资重组转让将迎新规。实控人深圳市国资委；深圳市最早的房地产上市公司之一，此前终止与恒大重组,-1.34%,10.02%,26.29%,12.93%,13:47:24,13:47:24,10.65,12.58%,0.00%,0.56%,-1.60%,换手板,反包涨停,="0",3.88万手,3.53%,买入: 3天,---,买入: 4天,阶段新高 WR金叉 估值较高, 4天2板,恒大概念 | 深圳国企改革 | 粤港澳大湾区 | 物业管理,94.96亿,107.74亿
="",="000833",粤桂股份,首板,我国历史最为悠久的制糖企业之一；子公司云硫矿业的主要产品为硫铁矿和硫酸,-1.33%,10.06%,28.94%,13.95%,13:52:42,13:52:42,9.08,12.80%,0.00%,0.11%,-2.86%,换手板,放量,="0",4.69万手,14.08%,卖出: 14天,卖出: 30天,---,估值较低, 1天1板,年报预增 | 磷化工,34.33亿,60.69亿
="",="600101",明星电力,首板,发改委等九部门印发“十四五”可再生能源发展规划。公司为国家电网旗下四川水电企业，一季度净利润增长23.59%，发售电量双增长,-1.53%,10.03%,26.63%,18.59%,14:24:11,14:47:26,11.52,14.17%,0.00%,-4.51%,-5.30%,换手板,炸板涨停 | 反包涨停 | 隔日反包 | 黄线涨停,="2",1.66万手,20.73%,卖出: 12天,买入: 1天,买入: 3天,阶段新高 估值高, 6天3板,充电桩 | 小金属概念 | 天然气 | 绿色电力,48.55亿,48.55亿
="",="002578",闽发铝业,首板,5月重点新能源车企交付大幅回暖；财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。公司为海西板块的铝型材龙头企业，主营业务和产品主要是建筑铝型材、工业铝型材和建筑铝模板，产品可用于新能源汽车，此前与亿维汽车签署战略合作框架协议,0.00%,10.00%,36.86%,36.86%,14:33:33,14:33:33,5.06,11.70%,0.00%,0.40%,10.08%,换手板,---,="0",9.70万手,11.78%,卖出: 5天,---,---,KDJ金叉 阶段新高 强势股 机构上榜 多家机构买入 估值高, 1天1板,海峡两岸 | 光伏概念 | 一带一路 | 新能源汽车 | 股权转让 | 新能源车零部件,44.83亿,50.00亿
="",="600764",中国海防,首板,中航电子、中航机电两大军工央企宣布合并。中船重工集团电子信息板块上市平台，国内水下信息系统和装备行业技术最全面、产研实力最强、产业链最完整的企业之一,0.76%,9.99%,21.16%,17.76%,14:44:13,14:44:13,26.20,10.08%,0.00%,1.91%,3.02%,换手板,放量,="0",3.00万手,3.30%,买入: 11天,---,---,CCI买入信号 估值较低, 1天1板,沪股通 | 北斗导航 | 航母 | 军工 | 中字头股票 | 量子科技 | 新能源汽车 | 智能交通 | 风电 | 融资融券 | 雄安新区 | 集成电路概念 | 中船系,129.97亿,186.18亿
="",="000909",数源科技,="2",公司研发的适用于华为P50 Pro的双模“5G通信壳”发布,9.97%,9.97%,60.74%,60.74%,09:25:00,09:39:27,12.58,4.14%,0.00%,4.21%,10.02%,T字板,炸板涨停 | 红黄白涨停,="1",6.76万手,10.42%,卖出: 5天,买入: 2天,---,阶段新高 均线多头排列 强势股 估值高,12天8板(3个一字板),车联网 | 智慧城市 | 物联网 | 充电桩 | 无人驾驶 | 5G | 智能交通 | 券商重仓 | 资产重组 | 消费电子 | 杭州亚运会 | 华为概念 | 超高清视频 | ETC | 云办公 | 共同富裕示范区 | 元宇宙 | 智慧政务,48.74亿,57.09亿
="",="002229",鸿博股份,="2",消息称首款视频电子即开游戏彩票上市。中国彩票印刷行业龙头，同时具有体彩和福彩印刷资格,9.93%,9.93%,19.89%,7.99%,09:25:00,09:25:00,6.75,0.00%,0.00%,-2.81%,-9.93%,一字板,一字板 | 红黄白涨停 | 缩量,="0",9.33万手,2.73%,卖出: 7天,买入: 2天,---,---, 2天2板(1个一字板),互联网彩票 | 体育产业 | 机器人概念 | 融资融券 | 区块链,33.63亿,33.64亿
="",="600006",东风汽车,="2",5月重点新能源车企交付大幅回暖；财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。公司控股股东将变更为东风集团，实控人将变更为国务院国资委,10.00%,10.00%,60.74%,60.74%,09:25:05,09:25:05,7.48,0.00%,0.00%,10.03%,10.03%,一字板,一字板,="0",77.58万手,0.28%,买入: 11天,买入: 3天,---,强势股, 2天2板(2个一字板),智能制造 | 无人驾驶 | 新能源汽车 | 融资融券 | 燃料电池 | 华为汽车 | 地摊经济,149.60亿,149.60亿
="",="000716",黑芝麻,="2",5月重点新能源车企交付大幅回暖；财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。印度政府宣布禁止大米出口，全球粮食持续涨价。1、我国糊类食品的细分龙头企业；主要产品包括南方黑芝麻糊、黑黑轻脂饮品等；
2、旗下拥有京和米业，主要生产的香米富硒米，年生产大米能力20万吨；
3、参股公司天臣能源产品主要配套供应给新能源汽车、电动车及家用电器使用,5.17%,10.06%,37.13%,37.13%,09:30:09,09:30:09,3.83,4.64%,0.00%,8.36%,9.92%,换手板,秒板,="0",20.59万手,5.22%,买入: 8天,---,---,量能巨变 阶段新高 强势股 游资上榜, 2天2板,电商 | 参股新三板 | 跨境电商 | 粮食安全 | 新能源汽车 | 锂电池 | 休闲食品 | 饮料 | 乡村振兴 | 农业种植 | 网红经济,26.65亿,28.50亿
="",="600960",渤海汽车,="2",5月重点新能源车企交付大幅回暖；财政部、税务总局发布关于减征部分乘用车车辆购置税的通知。公司目前持有北汽蓝谷3.01%股份，是北汽集团A股唯一零部件资源整合平台；子公司滨州渤海活塞是国内最大的活塞生产企业，多年来一直保持国内活塞产品产销量第一,6.24%,9.93%,59.76%,59.76%,09:35:03,09:35:03,4.76,9.43%,0.00%,10.08%,10.08%,换手板,---,="0",13.40万手,6.25%,买入: 12天,---,买入: 2天,量能巨变 阶段新高 强势股 游资上榜, 5天3板,新能源汽车 | 新能源车零部件 | 工业母机 | 中俄贸易,45.24亿,45.24亿
="",="002957",科瑞技术,="2",工信部正式开展新一轮新能源汽车下乡活动。宁德时代供应商；公司主要为宁德时代提供裸电芯片压力成型机、包mylar机、物流线、中后段装配线等设备,3.34%,10.01%,38.16%,25.67%,09:54:51,13:42:09,17.14,6.46%,0.00%,-2.45%,-4.32%,换手板,烂板 | 放量,="4",1.19万手,19.72%,卖出: 5天,---,买入: 2天,估值高, 8天4板(1个一字板),物联网 | 深股通 | 智能制造 | 工业4.0 | 体外诊断 | 机器人概念 | 苹果概念 | 锂电池 | 虚拟现实 | 芯片概念 | 工业互联网 | 宁德时代概念 | 消费电子 | 华为概念 | 电子烟 | 无线耳机 | 口罩,26.38亿,70.56亿
="",="600354",敦煌种业,="2",印度政府宣布禁止大米出口，全球粮食持续涨价。国家育繁推一体化企业；公司主要从事各类农作物种子的研产销，核心产品为玉米种子，兼营脱水菜、番茄粉、啤酒花制品的和高品质果蔬鲜品,6.27%,9.95%,34.34%,34.34%,10:09:54,14:42:22,8.07,8.47%,0.00%,-0.87%,10.04%,换手板,烂板 | 放量,="9",6.76万手,34.92%,买入: 17天,买入: 8天,买入: 13天,阶段新高 均线多头排列 强势股 游资上榜, 2天2板,粮食安全 | 资产重组 | 乡村振兴 | 玉米 | 农业种植,42.59亿,42.59亿
="",="688150",莱特光电,="3",龙头5个交易日翻倍；云从科技上市后连续大涨。云从科技上市后大涨。公司主营OLED有机材料，主要产品包括OLED终端材料和OLED中间体
,20.02%,20.02%,118.95%,118.95%,09:25:04,09:46:44,26.38,3.45%,0.00%,6.63%,20.02%,T字板,炸板涨停 | 放量 | 小盘股,="3",1.71万手,53.79%,买入: 4天,---,---,量能巨变 强势股, 3天3板,次新股 | 基金重仓 | 融资融券 | OLED | 注册制次新股 | 专精特新,8.63亿,106.16亿
="",="603069",海汽集团,="3",公司拟向海南旅投发行股份及支付现金购买其持有的海旅免税的100%股权,9.97%,9.97%,71.11%,71.11%,09:25:05,09:25:05,15.99,0.00%,0.00%,10.01%,10.01%,一字板,一字板,="0",38.93万手,0.14%,买入: 5天,卖出: 21天,---,强势股, 6天4板(3个一字板),新能源汽车 | 海南自贸区 | 汽车销售 | 免税店,50.53亿,50.53亿
="",="000523",广州浪奇,="3",国企改革三年行动打响收官战；国资重组转让将迎新规。实控人为广州国资委；公司主营日化洗涤产品，5月26日起撤销退市风险警示及其他风险警示,0.00%,10.12%,44.13%,21.20%,09:39:57,09:39:57,4.57,16.58%,0.00%,0.88%,-7.44%,换手板,---,="0",11.35万手,3.01%,卖出: 4天,---,---,量能巨变 阶段新高 估值较低, 3天3板,智能制造 | 土地流转 | 摘帽 | 粤港澳大湾区 | 化妆品 | 供应链金融 | 饮料 | 啤酒概念 | 工业大麻 | 消毒液 | 代糖概念,62.92亿,73.69亿
="",="600268",国电南自,="3",国企改革三年行动打响收官战；国资重组转让将迎新规。国家发改委、能源局发文加快推进大型风电光伏基地建设。1、公司主要从事光伏发电EPC总承包、风力发电EPC总承包、升压站EPC总承包以及综合能源总承包业务；
2、储能双向变流器主要定位于火电厂一次调频、新能源的调频、新能源消纳、用户侧峰谷套利等,0.00%,10.03%,42.59%,26.44%,09:45:56,14:50:30,10.09,10.39%,0.00%,-5.15%,-6.14%,换手板,烂板,="7",7384手,15.68%,买入: 14天,---,---,估值较低, 3天3板,光伏概念 | 智能制造 | 充电桩 | 特高压 | 智能电网 | 融资融券 | 高铁 | 电力物联网 | 储能 | 抽水蓄能,70.15亿,70.15亿
="",="002066",瑞泰科技,="4",国企改革三年行动打响收官战；国资重组转让将迎新规。中国建材集团旗下，中国最大的熔铸耐火材料生产基地,3.72%,10.01%,67.69%,67.69%,09:31:12,09:31:12,15.38,7.18%,0.00%,9.95%,10.01%,换手板,---,="0",5.11万手,4.84%,买入: 14天,---,---,量能巨变 阶段新高 连续三日锤头线 强势股 游资上榜 估值较低, 4天4板,新材料概念 | 汇金 | 资产重组 | 碳中和,35.53亿,35.53亿
="",="000151",中成股份,="4",龙头深深宝A两连板，中粮生化（燃料乙醇）等涨停。国投集团旗下，集团为首批央企改革试点单位，公司主营成套设备与技术进出口、一般贸易和境外经营,3.73%,10.00%,114.59%,92.60%,09:32:27,14:56:36,19.47,8.59%,0.00%,-10.02%,-7.81%,换手板,烂板 | 放量,="14",1.57万手,34.88%,买入: 11天,---,---,量能巨变 阶段新高 均线多头排列 估值高,11天10板(3个一字板),固废处理 | 一带一路 | 新材料概念 | 融资融券 | 中俄贸易,51.90亿,65.69亿
="",="002181",粤 传 媒,="5",消息称首款视频电子即开游戏彩票上市。国企改革三年行动打响收官战；国资重组转让将迎新规。实控人广州市国资委，公司拥有《广州日报》，主要业务包括广告业务、报刊经营业务；彩票概念龙头之一,9.35%,10.07%,85.40%,72.18%,09:30:03,09:30:03,6.12,3.20%,0.00%,9.48%,2.12%,换手板,秒板 | 缩量,="0",20.84万手,3.25%,买入: 10天,---,---,量能巨变 阶段新高 强势股 游资上榜 估值较高, 5天5板,电商 | 互联网彩票 | 创投 | 体育产业 | 网络游戏 | 融资融券 | 粤港澳大湾区 | 独角兽概念 | 抖音 | 网红经济,69.43亿,71.06亿
="",="000025",特 力Ａ,="6",国企改革三年行动打响收官战；国资重组转让将迎新规。工信部正式开展新一轮新能源汽车下乡活动。公司实控人为深圳国资委旗下的特发集团，主营汽车销售、汽车检测维修及配件销售、物业租赁及服务，市场知名妖股之一,1.47%,9.99%,96.13%,96.13%,09:32:09,09:48:33,21.68,8.56%,0.00%,8.39%,10.01%,换手板,炸板涨停,="5",5.21万手,10.49%,买入: 14天,---,---,阶段新高 强势股 估值合理,14天7板(1个一字板),融资融券 | 深圳国企改革 | 粤港澳大湾区 | 汽车销售 | 标普道琼斯A股 | 物业管理,85.15亿,93.45亿
="",="000595",宝塔实业,="7",中航电子、中航机电两大军工央企宣布合并。1、国内首家也是唯一一家完成地铁B型车轴箱轴承正线运行考核试验并开始装车形成市场销售的生产厂商；
2、子公司桂林海威在海军消磁、扫雷行业中具有研制和生产的能力，掌握了消磁、扫雷设备的核心技术，消磁设备产品用于包括航母在内的军用船舶,9.95%,9.95%,123.80%,123.80%,09:25:00,09:25:00,7.18,0.00%,0.00%,8.77%,10.03%,一字板,一字板,="0",68.41万手,0.43%,买入: 18天,卖出: 16天,买入: 7天,量能巨变 阶段新高 均线多头排列 强势股 游资上榜,18天9板(4个一字板),光伏概念 | 航母 | 军工 | 风电 | 摘帽 | 回购概念 | 高商誉,81.71亿,81.76亿
="",="001318",阳光乳业,="9",云从科技上市后大涨。江西南昌本地乳制品企业,6.86%,9.99%,182.82%,131.37%,09:31:42,09:41:45,29.18,4.78%,0.00%,10.01%,-10.01%,换手板,炸板涨停 | 缩量,="1",2.96万手,23.79%,---,---,---,游资上榜 估值高, 9天9板(5个一字板),次新股 | 乳业 | 核准制次新股,20.63亿,82.48亿
