="",代码,名称,连板数,涨停原因,开盘涨幅,当日涨幅,近10日最高涨幅,近10日涨幅,首次封板,最后封板,当日价格,攻击波,回头波,次日开盘涨幅,次日涨幅,涨停类型,涨停因子,开板数,封单量,当日换手,最新五星买卖点,最新红黄白买卖点,最新神秘C点买卖点,最新智能亮点,几天几板,所属题材,流通市值,总市值
="",="002738",中矿资源,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。1、公司拟投资10亿建3.5万吨高纯锂盐项目；
2、公司在赞比亚拥有探矿权，希富玛铜矿详查区内伴生钴资源量为7312.55吨；全资子公司东鹏新材是国内锂离子电解质六氟磷酸锂关键原料电池级氟化锂的主要供应商,0.43%,10.01%,15.33%,13.18%,09:49:21,10:04:06,76.96,9.54%,0.00%,---,---,换手板,炸板涨停,="1",3.28万手,4.60%,买入: 21天,卖出: 5天,买入: 0天,北向增仓 机构关注最多 估值较低 RSI金叉 CCI买入信号 BIAS金叉 MTM金叉, 1天1板,深股通 | 一带一路 | 稀缺资源 | 锂电池 | 特斯拉 | 白马股 | 年报预增,323.95亿,350.88亿
="",="603663",三祥新材,="2",锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。1、公司主营锆系制品，公司与宁德时代合作投资建设镁合金项目，将共同开发镁合金动力电池壳体材料；
2、参股子公司宁德文达已接到宁德时代的订单需求，目前已完成货样的生产,3.00%,10.01%,20.81%,20.81%,09:59:56,14:54:25,19.45,9.27%,0.00%,---,---,换手板,烂板 | 放量,="12",1.06万手,8.58%,买入: 18天,---,---,估值较低 量能巨变 强势股, 2天2板,稀土永磁 | 新材料概念 | 宁德时代概念 | 专精特新,41.81亿,41.81亿
="",="002709",天赐材料,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。1、全球排名前列的电解液供应商；
2、1至2月，公司实现营业收入33亿元左右，同比增长260%左右；实现净利润8.6亿元左右，同比增长470%左右;,1.35%,9.99%,10.90%,10.90%,10:11:33,10:11:33,45.58,8.78%,0.00%,---,---,换手板,---,="0",8.24万手,3.45%,买入: 1天,---,---,估值较低 CCI买入信号 强势股, 1天1板,深股通 | 高送转 | 锂电池 | 新材料概念 | 特斯拉 | 基金重仓 | 融资融券 | MSCI概念 | 宁德时代概念 | 送转填权 | 标普道琼斯A股 | 有机硅,873.13亿,877.30亿
="",="002057",中钢天源,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。1、全球最大的高纯四氧化三锰生产企业，国内知名的稀土永磁器件生产企业；
2、公司氢燃料电池项目处于研发阶段，还未中试；
3、公司生产的电池级四氧化三锰主要用于制造锂电池正极材料锰酸锂，四氧化三锰年产能50000吨,0.34%,10.01%,14.30%,14.30%,11:13:00,13:36:27,9.67,10.14%,0.00%,---,---,换手板,炸板涨停 | 放量,="1",5.05万手,6.92%,买入: 12天,---,---,估值较低 CCI买入信号 强势股, 1天1板,一带一路 | 石墨烯 | 军工 | 中字头股票 | 新能源汽车 | 稀土永磁 | 新材料概念 | 债转股 | 燃料电池 | 小金属概念 | 年报预增,72.16亿,73.40亿
="",="000716",黑芝麻,="4",锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。1、我国糊类食品的细分龙头企业；主要产品包括南方黑芝麻糊、黑黑轻脂饮品等；旗下拥有京和米业，主要生产的香米富硒米，年生产大米能力20万吨；
2、参股公司天臣新能源（持股30%）主要从事锂电池生产和销售,-1.19%,9.98%,48.87%,48.87%,09:31:48,09:57:57,4.63,11.30%,0.00%,---,---,换手板,炸板涨停,="2",9.83万手,22.82%,买入: 9天,---,---,游资上榜 阶段新高 强势股, 4天4板,电商 | 参股新三板 | 跨境电商 | 粮食安全 | 新能源汽车 | 锂电池 | 休闲食品 | 饮料 | 乡村振兴 | 农业种植 | 网红经济,32.22亿,34.45亿
="",="002256",兆新股份,="2",锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。公司参股公司上海中锂建有年产8000吨电池级锂盐产品车间,1.37%,9.93%,11.85%,11.85%,09:52:45,09:52:45,3.21,9.93%,0.00%,---,---,换手板,---,="0",15.07万手,11.03%,买入: 16天,---,---,---, 2天2板,光伏概念 | 充电桩 | 摘帽 | 标普道琼斯A股 | 绿色电力,44.66亿,60.43亿
="",="002263",大东南,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。公司产品覆盖锂电池软包CPP膜、锂电池隔膜、锂电池；公司开发且生产的特高压电容膜产品，已列入国家特高压电力建设目录,0.00%,10.10%,12.06%,12.06%,09:36:57,09:36:57,3.16,10.10%,0.00%,---,---,换手板,---,="0",10.27万手,1.77%,买入: 12天,---,---,估值较低 KDJ金叉 CCI买入信号, 1天1板,光伏概念 | 石墨烯 | 新能源汽车 | 特高压 | 新材料概念 | 煤化工 | 硼烯,59.36亿,59.36亿
="",="002240",盛新锂能,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。公司拟合作投资3.5亿美元在印尼开展碳酸锂和氢氧化锂深加工业务,0.00%,9.99%,10.91%,9.74%,11:20:24,14:23:21,52.72,9.99%,0.00%,---,---,换手板,烂板 | 放量,="1",9393手,7.17%,买入: 20天,---,---,北向增仓 估值较低 KDJ金叉 RSI金叉 CCI买入信号 BIAS金叉 MTM金叉 MA(20日线支撑), 1天1板,深股通 | 锂电池 | 基金重仓 | 融资融券 | 小金属概念 | 宁德时代概念 | 资产重组 | 白马股 | 年报预增 | 盐湖提锂,368.10亿,456.21亿
="",="002598",山东章鼓,="2",锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。公司投资的新疆喀什安德新材料，拥有PPS体系的锂离子、钠离子固态功能膜片的材料合成技术，目前已有少量订单,4.20%,10.03%,34.04%,34.04%,10:08:12,10:08:51,10.75,9.69%,0.00%,---,---,换手板,炸板涨停 | 红黄白涨停 | 放量,="1",3.38万手,13.72%,买入: 16天,买入: 1天,---,估值合理 量能巨变 强势股, 2天2板,污水处理 | 核电 | 环保 | 山东国企改革 | 超级电容 | 锂电池 | 储能 | 钠离子电池 | 方舱医院,29.04亿,33.54亿
="",="600673",东阳光,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。公司拥有PVDF树脂权益产能2000吨/年，定位于锂电池隔膜、锂电池粘结剂、建筑装饰膜、太阳能背板膜、水处理膜与注塑挤出材料等中高端领域，生产工艺和产品质量处于国内领先水平,0.27%,9.95%,11.77%,11.77%,11:12:41,13:49:15,8.07,9.65%,0.00%,---,---,换手板,炸板涨停 | 放量,="1",1.23万手,1.67%,买入: 17天,---,---,北向增仓 估值较低 CCI买入信号 MTM金叉, 1天1板,沪股通 | 超级电容 | 锂电池 | 新材料概念 | 融资融券 | 资产重组 | 氟化工 | 华为概念 | 年报预增 | 标普道琼斯A股 | 消毒液,241.55亿,243.22亿
="",="002756",永兴材料,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。公司在一期年产1万吨电池级碳酸锂项目投产达产的基础上，投资建设二期项目，主要由年产2万吨电池级碳酸锂项目、180万吨/年锂矿石高效选矿项目；已有1万吨、规划2万吨云母提锂产能,0.00%,10.00%,10.84%,10.84%,10:36:03,14:04:12,130.13,10.28%,0.00%,---,---,换手板,烂板,="9",1434手,3.66%,买入: 18天,---,---,北向增仓 估值较低 KDJ金叉 RSI金叉 BIAS金叉 MTM金叉, 1天1板,互联网金融 | 深股通 | 核电 | 军工 | 锂电池 | 基金重仓 | 融资融券 | 白马股 | 特钢概念,358.20亿,528.26亿
="",="002466",天齐锂业,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。全球领先的以锂为核心的新能源材料供应商；公司拥有优质锂矿山和盐湖卤水矿资源,0.13%,10.00%,13.72%,13.72%,11:12:36,14:49:42,103.83,9.86%,0.00%,---,---,换手板,烂板 | 放量,="3",5661手,6.58%,买入: 21天,---,---,高盈利 高成长 估值高 KDJ金叉 RSI金叉 均线多头排列 BIAS金叉 MTM金叉, 1天1板,证金 | 新能源汽车 | 锂电池 | 特斯拉 | 基金重仓 | 融资融券 | MSCI概念 | 资产重组 | 盐湖提锂 | 硼烯 | 标普道琼斯A股 | 动力电池回收,1530.27亿,1533.67亿
="",="002426",胜利精密,首板,锂电池价格止跌反弹；发改委等九部门：研发储备钠离子、固态锂离子电池等高能量密度储能技术。全资子公司苏州捷力生产研发锂电池湿法隔离膜,0.54%,10.27%,10.87%,10.87%,10:02:54,10:16:45,2.04,10.27%,0.00%,---,---,换手板,炸板涨停 | 放量,="1",14.44万手,3.69%,买入: 16天,---,---,量能巨变 CCI买入信号 MA(20日线支撑), 1天1板,智能穿戴 | 小米概念 | 智能制造 | 工业4.0 | 机器人概念 | 5G | 苹果概念 | 新能源汽车 | 锂电池 | 特斯拉 | 3D玻璃 | 资产重组 | 消费电子 | 华为概念 | 光刻机 | 标普道琼斯A股,63.24亿,70.21亿
="",="688225",亚信安全,首板,券商热议科创牛；云从科技等上市后连续大涨。1、国内网络安全软件领域的领跑者，在中国网络安全软件市场份额中排名第一；
2、公司是最早进入5G安全领域的安全厂商之一，积极参与电信运营商5G试点项目；,20.00%,20.00%,34.85%,34.85%,09:25:04,10:05:59,27.24,8.05%,0.00%,---,---,T字板,炸板涨停 | 小盘股,="2",7711手,31.13%,买入: 2天,---,---,估值高 强势股, 1天1板,信息安全 | 次新股 | 融资融券 | 注册制次新股,8.90亿,108.96亿
="",="688173",希荻微,首板,券商热议科创牛；云从科技等上市后连续大涨。云从科技上市后大涨。电源管理芯片等供应严重短缺。国内领先的半导体和集成电路设计企业之一，主要产品涵盖DC/DC芯片、超级快充芯片、锂电池快充芯片、端口保护和信号切换芯片等，目前主要应用于手机、笔记本电脑、可穿戴设备等领域
,2.56%,20.00%,48.37%,48.37%,09:41:29,10:19:20,32.76,19.13%,0.00%,---,---,换手板,烂板 | 小盘股,="1",1.12万手,23.27%,买入: 3天,---,---,强势股, 1天1板,次新股 | 芯片概念 | 基金重仓 | 融资融券 | 注册制次新股 | 汽车芯片,10.19亿,131.53亿
="",="603133",碳元科技,首板,深耕于高导热石墨散热材料，高导热石墨膜产品已经全面覆盖国内的主流手机厂商，客户包括华为、三星、OPPO、VIVO等,-0.11%,10.02%,14.33%,14.33%,09:34:40,10:22:50,10.21,10.86%,0.00%,---,---,换手板,炸板涨停,="4",1.62万手,5.53%,买入: 4天,---,---,CCI买入信号 BIAS金叉, 1天1板,石墨烯 | 创投 | 3D玻璃 | 独角兽概念 | 消费电子 | 华为概念 | 无线耳机,21.36亿,21.36亿
="",="600546",山煤国际,首板,消息称美国未来两年内不会对太阳能产品征收新关税。1、公司是山煤集团唯一上市平台，山西省唯一一家拥有煤炭出口专营权的煤炭企业；
2、公司与钧石（中国）合作投资异质结电池项目，拟共同建设总规模10GW的异质结电池生产线项目，布局光伏电池生产,1.04%,10.02%,27.17%,25.32%,14:41:21,14:41:54,17.90,8.88%,0.00%,---,---,换手板,炸板涨停,="1",1.81万手,4.16%,卖出: 18天,卖出: 18天,买入: 0天,机构上榜 游资上榜 机构净买入 多家机构买入 高运营 RSI金叉 均线多头排列 MTM金叉, 1天1板,光伏概念 | 融资融券 | 资产重组,354.86亿,354.86亿
="",="603688",石英股份,首板,消息称美国未来两年内不会对太阳能产品征收新关税。1、公司在光伏行业形成高纯石英砂-石英坩埚-石英管棒的完整产业链，为光伏企业提供石英材料的整体解决方案，光伏石英管棒始终保持国内市场占有率前列的地位；
2、公司半导体高温石英材料通过TEL认证，主要应用在半导体制程的扩散环节，全球第三家通过该领域认证的企业,1.40%,10.00%,22.10%,22.10%,10:17:14,14:56:03,92.21,8.78%,0.00%,---,---,换手板,烂板 | 百日新高 | 放量,="9",471手,2.71%,买入: 24天,买入: 13天,买入: 11天,估值较高 KDJ金叉 阶段新高 RSI金叉 均线多头排列 BIAS金叉 MTM金叉, 1天1板,光伏概念 | 参股新三板 | 芯片概念 | 基金重仓 | 融资融券,325.64亿,325.64亿
="",="300700",岱勒新材,首板,消息称美国未来两年内不会对太阳能产品征收新关税。1、国内第一家掌握金刚石线研发、生产技术并大规模投入生产的企业；
2、主营金刚石线，产品主要用于晶体硅、蓝宝石等硬脆材料的切割,1.91%,19.99%,33.35%,33.35%,10:56:15,13:33:36,27.67,17.74%,0.00%,---,---,换手板,炸板涨停,="1",2.12万手,14.59%,买入: 21天,买入: 2天,---,阶段新高 均线多头排列 强势股, 1天1板,新材料概念 | 券商重仓 | 创业板重组松绑,24.54亿,33.63亿
="",="002218",拓日新能,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司的BIPV光伏建筑一体化项目多次入选住建部示范项目,0.21%,9.96%,10.19%,10.19%,10:27:00,10:51:48,5.30,10.42%,0.00%,---,---,换手板,炸板涨停 | 放量,="2",6.99万手,4.60%,买入: 16天,---,---,估值高 CCI买入信号 MTM金叉, 1天1板,光伏概念,73.52亿,74.89亿
="",="600220",江苏阳光,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司拟以现金方式出资20亿元设立内蒙古澄安新能源有限公司,0.00%,10.00%,0.65%,-2.94%,13:45:54,13:45:54,2.97,10.41%,0.00%,---,---,换手板,放量,="0",8.51万手,5.47%,卖出: 4天,---,---,估值较低 KDJ金叉 RSI金叉 BIAS金叉 MTM金叉 MACD买入信号, 1天1板,光伏概念 | 融资融券,52.97亿,52.97亿
="",="002897",意华股份,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司全资子公司泰华新能源等核心产品为光伏跟踪支架,-0.33%,9.99%,17.59%,17.59%,13:00:27,13:33:33,42.92,12.15%,0.00%,---,---,换手板,炸板涨停,="3",4484手,3.05%,买入: 18天,买入: 11天,买入: 12天,估值合理 KDJ金叉, 1天1板,光伏概念 | 智能制造 | 无人驾驶 | 5G | 新能源汽车 | 基金重仓 | 富士康概念 | 华为概念 | 电子烟 | 华为汽车,67.68亿,73.25亿
="",="603330",上海天洋,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司是国内最大的热熔胶生产企业之一，生产太阳能电池封装用EVA胶膜，拟定增12亿元扩产光伏胶膜,-0.11%,9.97%,8.95%,8.95%,09:48:29,09:48:29,10.04,10.09%,0.00%,---,---,换手板,放量,="0",2.80万手,1.86%,买入: 14天,---,---,MA(20日线支撑), 1天1板,光伏概念 | 参股新三板 | 网络直播 | 华为概念 | 无线耳机 | 专精特新,33.42亿,33.42亿
="",="603396",金辰股份,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司为全球光伏组件设备龙头,0.19%,10.00%,6.74%,6.74%,11:20:26,11:20:26,64.13,9.91%,0.00%,---,---,换手板,---,="0",1.26万手,4.95%,买入: 17天,卖出: 8天,---,估值合理 KDJ金叉 CCI买入信号, 1天1板,光伏概念 | 智能制造 | 工业4.0 | 专精特新,74.39亿,74.58亿
="",="002206",海 利 得,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司新业务涂层材料可用于沙漠光伏铺地反射膜提升光伏能效，目前为国内首家进入该领域，22年有望随着沙漠光伏铺开而迅速放量,0.35%,10.02%,10.60%,10.60%,13:48:30,13:48:30,6.26,9.82%,0.00%,---,---,换手板,---,="0",8.30万手,6.39%,买入: 17天,---,---,北向增仓 估值较低 KDJ金叉 RSI金叉 CCI买入信号 BIAS金叉 MTM金叉, 1天1板,深股通 | 基金重仓 | 养老金 | 长三角一体化,59.71亿,76.56亿
="",="688663",新风光,首板,消息称美国未来两年内不会对太阳能产品征收新关税。公司主要产品高压动态无功补偿装置（SVG）和储能PCS产品均应用于光伏领域,-0.96%,20.01%,38.52%,38.52%,13:08:47,13:33:32,37.54,23.89%,0.00%,---,---,换手板,炸板涨停,="12",6536手,14.18%,买入: 17天,买入: 2天,买入: 2天,估值合理 量能巨变 强势股, 1天1板,光伏概念 | 风电 | 基金重仓 | 融资融券 | 储能,31.13亿,52.54亿
="",="002323",雅博股份,="2",消息称美国未来两年内不会对太阳能产品征收新关税。公司主要从事光伏EPC工程业务；6月2日摘帽,0.00%,10.08%,23.84%,23.84%,10:32:00,10:32:00,4.26,22.41%,0.00%,---,---,换手板,放量,="0",11.27万手,5.94%,---,---,---,量能巨变 阶段新高 MA(20日线支撑) 强势股, 2天2板,光伏概念 | 一带一路 | 摘帽 | 送转填权 | 数字乡村 | 储能,90.33亿,90.35亿
T,="603051",鹿山新材,="2",消息称美国未来两年内不会对太阳能产品征收新关税。公司主营高分子热熔粘接材料，产品应用于复合建材、能源管道、高阻隔包装、光伏新能源、平板显示等多个领域，为全球多个国家和地区的客户提供粘接综合解决方案，是国内领先的高性能热熔粘接材料企业之一,9.96%,10.00%,15.00%,15.00%,09:30:05,09:30:05,49.38,0.04%,0.00%,---,---,换手板,秒板 | 缩量 | 小盘股,="0",2.09万手,8.64%,买入: 1天,---,---,估值较高 强势股, 2天2板,光伏概念 | 次新股 | 水利建设 | 新材料概念 | 节能环保 | 核准制次新股,11.36亿,45.43亿
="",="603212",赛伍技术,首板,消息称美国未来两年内不会对太阳能产品征收新关税。全球太阳能背板龙头，一季度净利润8859.54万，同比增长76.33%,0.00%,10.00%,11.02%,11.02%,13:01:24,14:06:39,26.96,10.04%,0.00%,---,---,换手板,炸板涨停 | 放量,="1",5626手,4.50%,买入: 24天,卖出: 7天,---,CCI买入信号, 1天1板,光伏概念 | 新能源汽车 | 锂电池 | 新材料概念 | 特斯拉 | 芯片概念 | OLED | 高铁 | 宁德时代概念 | 消费电子 | 集成电路概念 | 新能源车零部件 | 长三角一体化 | 无线耳机,68.82亿,108.94亿
="",="002623",亚玛顿,首板,消息称美国未来两年内不会对太阳能产品征收新关税。太阳能光伏减反玻璃龙头,-0.92%,9.99%,18.01%,18.01%,14:26:39,14:55:27,29.94,11.72%,0.00%,---,---,换手板,烂板 | 放量,="1",4725手,7.27%,卖出: 6天,卖出: 7天,买入: 0天,估值高 KDJ金叉 量能巨变 MTM金叉, 1天1板,光伏概念 | 建筑节能 | 新材料概念 | 特斯拉,59.47亿,59.60亿
="",="688718",唯赛勃,首板,云从科技上市后大涨。国内膜分离技术应用龙头之一；公司主营高性能卷式分离膜及相关专业配套设备，主要产品包括反渗透膜及纳滤膜系列产品、膜元件压力容器、复合材料压力罐等,2.50%,19.98%,38.90%,38.90%,10:52:02,10:52:02,19.64,21.91%,0.00%,---,---,换手板,红黄白涨停 | 小盘股,="0",6106手,12.35%,买入: 2天,买入: 1天,---,估值较高 量能巨变 CCI买入信号 强势股, 1天1板,污水处理 | 环保 | 次新股 | 融资融券 | 盐湖提锂 | 注册制次新股,7.25亿,34.13亿
="",="002552",宝鼎科技,首板,中航电子、中航机电两大军工央企宣布合并。1、公司主要吊钩总成及成套设备广泛用于船舶、海洋工程、电力、工程机械和军工等行业，风电产品主要为风机轴承配套；
2、拥有武器科研生产许可证，三级保密资格证等,4.78%,10.01%,22.04%,22.04%,10:08:36,10:24:24,14.95,8.97%,0.00%,---,---,换手板,炸板涨停 | 放量,="3",9012手,2.50%,买入: 14天,---,---,估值高 CCI买入信号 BIAS金叉 强势股, 1天1板,军工 | 海工装备 | 风电 | 新材料概念 | 高端装备,34.59亿,45.78亿
="",="002265",西仪股份,="3",中航电子、中航机电两大军工央企宣布合并。公司拟购买兵器装备集团持有的建设工业，标的是我国规模最大的枪械类轻武器装备研发制造企业，主要装备于陆军、海军、空军、火箭军、战略支援部队、公安、武警及驻港澳部队,1.41%,10.03%,30.99%,30.99%,09:36:09,09:36:09,19.53,10.03%,0.00%,---,---,换手板,缩量,="0",4.22万手,6.89%,买入: 17天,---,---,估值高 强势股, 3天3板,军工 | 混改 | 新能源汽车,62.22亿,62.22亿
="",="002402",和而泰,首板,中航电子、中航机电两大军工央企宣布合并。公司拟收购铖昌科技80%股权，铖昌科技攻克了模拟相控阵雷达T/R芯片组件核心技术问题，其有源相控阵雷达产品已经批量应用于星(卫星)载、弹(导弹)载、机(有人、无人飞机)载雷达设备,2.02%,10.02%,19.35%,19.35%,14:06:15,14:44:57,18.01,8.43%,0.00%,---,---,换手板,炸板涨停,="1",3247手,5.79%,买入: 17天,买入: 17天,---,北向增仓 估值较低, 1天1板,北斗导航 | 航天军工 | 物联网 | 深股通 | 军工 | 5G | 节能照明 | 智能家居 | 汽车电子 | 芯片概念 | 基金重仓 | 社保重仓 | 融资融券 | 华为概念 | 年报预增 | 电子烟 | 标普道琼斯A股 | 分拆上市意愿,144.40亿,164.61亿
